온실번호,조사일자,측정라인,표본번호,단체표준분류명,단체표준항목명,단체표준항목2명,조사항목,단위,조사항목값
3,2024-11-11,1,1,leafinfo,leaflength,,엽장,cm,10
3,2024-11-11,1,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-11,1,1,leafinfo,petiolelength,,엽병장,cm,11
3,2024-11-11,1,1,leafinfo,leafnumber,,엽수,개,6
3,2024-11-11,1,1,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-11,1,1,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-11,1,2,steminfo,plantheight,,초장,cm,24
3,2024-11-11,1,2,leafinfo,leaflength,,엽장,cm,11
3,2024-11-11,1,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-11,1,2,leafinfo,petiolelength,,엽병장,cm,13
3,2024-11-11,1,2,leafinfo,leafnumber,,엽수,개,6
3,2024-11-11,1,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-11,1,2,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-11,2,1,steminfo,plantheight,,초장,cm,23
3,2024-11-11,2,1,leafinfo,leaflength,,엽장,cm,12
3,2024-11-11,2,1,leafinfo,leafwidth,,엽폭,cm,10
3,2024-11-11,2,1,leafinfo,petiolelength,,엽병장,cm,11
3,2024-11-11,2,1,leafinfo,leafnumber,,엽수,개,6
3,2024-11-11,2,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-11,2,1,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-11,2,2,steminfo,plantheight,,초장,cm,26
3,2024-11-11,2,2,leafinfo,leaflength,,엽장,cm,11
3,2024-11-11,2,2,leafinfo,leafwidth,,엽폭,cm,10
3,2024-11-11,2,2,leafinfo,petiolelength,,엽병장,cm,15
3,2024-11-11,2,2,leafinfo,leafnumber,,엽수,개,6
3,2024-11-11,2,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-11,2,2,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-11,3,1,steminfo,plantheight,,초장,cm,21
3,2024-11-11,3,1,leafinfo,leaflength,,엽장,cm,11
3,2024-11-11,3,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-11,3,1,leafinfo,petiolelength,,엽병장,cm,10
3,2024-11-11,3,1,leafinfo,leafnumber,,엽수,개,6
3,2024-11-11,3,1,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-11,3,1,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-11,3,2,steminfo,plantheight,,초장,cm,25
3,2024-11-11,3,2,leafinfo,leaflength,,엽장,cm,11
3,2024-11-11,3,2,leafinfo,leafwidth,,엽폭,cm,10
3,2024-11-11,3,2,leafinfo,petiolelength,,엽병장,cm,14
3,2024-11-11,3,2,leafinfo,leafnumber,,엽수,개,6
3,2024-11-11,3,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-11,3,2,plantobjectinfo,fruitingnumber,,착과수,개,3
3,2024-11-11,4,1,steminfo,plantheight,,초장,cm,24
3,2024-11-11,4,1,leafinfo,leaflength,,엽장,cm,10
3,2024-11-11,4,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-11,4,1,leafinfo,petiolelength,,엽병장,cm,14
3,2024-11-11,4,1,leafinfo,leafnumber,,엽수,개,6
3,2024-11-11,4,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-11,4,1,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-11,4,2,steminfo,plantheight,,초장,cm,23
3,2024-11-11,4,2,leafinfo,leaflength,,엽장,cm,10
3,2024-11-11,4,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-11,4,2,leafinfo,petiolelength,,엽병장,cm,13
3,2024-11-11,4,2,leafinfo,leafnumber,,엽수,개,6
3,2024-11-11,4,2,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-11,4,2,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-11,5,1,steminfo,plantheight,,초장,cm,25
3,2024-11-11,5,1,leafinfo,leaflength,,엽장,cm,10
3,2024-11-11,5,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-11,5,1,leafinfo,petiolelength,,엽병장,cm,15
3,2024-11-11,5,1,leafinfo,leafnumber,,엽수,개,6
3,2024-11-11,5,1,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-11,5,1,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-11,5,2,steminfo,plantheight,,초장,cm,25
3,2024-11-11,5,2,leafinfo,leaflength,,엽장,cm,11
3,2024-11-11,5,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-11,5,2,leafinfo,petiolelength,,엽병장,cm,14
3,2024-11-11,5,2,leafinfo,leafnumber,,엽수,개,5
3,2024-11-11,5,2,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-11,5,2,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-18,1,1,steminfo,plantheight,,초장,cm,23
3,2024-11-18,1,1,leafinfo,leaflength,,엽장,cm,10
3,2024-11-18,1,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-18,1,1,leafinfo,petiolelength,,엽병장,cm,13
3,2024-11-18,1,1,leafinfo,leafnumber,,엽수,개,7
3,2024-11-18,1,1,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-18,1,1,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-18,1,2,steminfo,plantheight,,초장,cm,24
3,2024-11-18,1,2,leafinfo,leaflength,,엽장,cm,11
3,2024-11-18,1,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-18,1,2,leafinfo,petiolelength,,엽병장,cm,13
3,2024-11-18,1,2,leafinfo,leafnumber,,엽수,개,7
3,2024-11-18,1,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-18,1,2,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-18,2,1,steminfo,plantheight,,초장,cm,24
3,2024-11-18,2,1,leafinfo,leaflength,,엽장,cm,12
3,2024-11-18,2,1,leafinfo,leafwidth,,엽폭,cm,10
3,2024-11-18,2,1,leafinfo,petiolelength,,엽병장,cm,12
3,2024-11-18,2,1,leafinfo,leafnumber,,엽수,개,7
3,2024-11-18,2,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-18,2,1,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-18,2,2,steminfo,plantheight,,초장,cm,26
3,2024-11-18,2,2,leafinfo,leaflength,,엽장,cm,11
3,2024-11-18,2,2,leafinfo,leafwidth,,엽폭,cm,10
3,2024-11-18,2,2,leafinfo,petiolelength,,엽병장,cm,15
3,2024-11-18,2,2,leafinfo,leafnumber,,엽수,개,7
3,2024-11-18,2,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-18,2,2,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-18,3,1,steminfo,plantheight,,초장,cm,22
3,2024-11-18,3,1,leafinfo,leaflength,,엽장,cm,11
3,2024-11-18,3,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-18,3,1,leafinfo,petiolelength,,엽병장,cm,12
3,2024-11-18,3,1,leafinfo,leafnumber,,엽수,개,7
3,2024-11-18,3,1,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-18,3,1,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-18,3,2,steminfo,plantheight,,초장,cm,26
3,2024-11-18,3,2,leafinfo,leaflength,,엽장,cm,11
3,2024-11-18,3,2,leafinfo,leafwidth,,엽폭,cm,10
3,2024-11-18,3,2,leafinfo,petiolelength,,엽병장,cm,15
3,2024-11-18,3,2,leafinfo,leafnumber,,엽수,개,6
3,2024-11-18,3,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-18,3,2,plantobjectinfo,fruitingnumber,,착과수,개,5
3,2024-11-18,4,1,steminfo,plantheight,,초장,cm,25
3,2024-11-18,4,1,leafinfo,leaflength,,엽장,cm,10
3,2024-11-18,4,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-18,4,1,leafinfo,petiolelength,,엽병장,cm,15
3,2024-11-18,4,1,leafinfo,leafnumber,,엽수,개,7
3,2024-11-18,4,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-18,4,1,plantobjectinfo,fruitingnumber,,착과수,개,1
3,2024-11-18,4,2,steminfo,plantheight,,초장,cm,25
3,2024-11-18,4,2,leafinfo,leaflength,,엽장,cm,10
3,2024-11-18,4,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-18,4,2,leafinfo,petiolelength,,엽병장,cm,15
3,2024-11-18,4,2,leafinfo,leafnumber,,엽수,개,6
3,2024-11-18,4,2,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-18,4,2,plantobjectinfo,fruitingnumber,,착과수,개,1
3,2024-11-18,5,1,steminfo,plantheight,,초장,cm,26
3,2024-11-18,5,1,leafinfo,leaflength,,엽장,cm,10
3,2024-11-18,5,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-18,5,1,leafinfo,petiolelength,,엽병장,cm,16
3,2024-11-18,5,1,leafinfo,leafnumber,,엽수,개,6
3,2024-11-18,5,1,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-18,5,1,plantobjectinfo,fruitingnumber,,착과수,개,1
3,2024-11-18,5,2,steminfo,plantheight,,초장,cm,25
3,2024-11-18,5,2,leafinfo,leaflength,,엽장,cm,11
3,2024-11-18,5,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-18,5,2,leafinfo,petiolelength,,엽병장,cm,14
3,2024-11-18,5,2,leafinfo,leafnumber,,엽수,개,5
3,2024-11-18,5,2,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-18,5,2,plantobjectinfo,fruitingnumber,,착과수,개,0
3,2024-11-25,1,1,steminfo,plantheight,,초장,cm,24
3,2024-11-25,1,1,leafinfo,leaflength,,엽장,cm,10
3,2024-11-25,1,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-25,1,1,leafinfo,petiolelength,,엽병장,cm,14
3,2024-11-25,1,1,leafinfo,leafnumber,,엽수,개,7
3,2024-11-25,1,1,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-25,1,1,plantobjectinfo,fruitingnumber,,착과수,개,1
3,2024-11-25,1,2,steminfo,plantheight,,초장,cm,24
3,2024-11-25,1,2,leafinfo,leaflength,,엽장,cm,11
3,2024-11-25,1,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-25,1,2,leafinfo,petiolelength,,엽병장,cm,13
3,2024-11-25,1,2,leafinfo,leafnumber,,엽수,개,7
3,2024-11-25,1,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-25,1,2,plantobjectinfo,fruitingnumber,,착과수,개,3
3,2024-11-25,2,1,steminfo,plantheight,,초장,cm,24
3,2024-11-25,2,1,leafinfo,leaflength,,엽장,cm,12
3,2024-11-25,2,1,leafinfo,leafwidth,,엽폭,cm,10
3,2024-11-25,2,1,leafinfo,petiolelength,,엽병장,cm,12
3,2024-11-25,2,1,leafinfo,leafnumber,,엽수,개,7
3,2024-11-25,2,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-25,2,1,plantobjectinfo,fruitingnumber,,착과수,개,3
3,2024-11-25,2,2,steminfo,plantheight,,초장,cm,27
3,2024-11-25,2,2,leafinfo,leaflength,,엽장,cm,11
3,2024-11-25,2,2,leafinfo,leafwidth,,엽폭,cm,10
3,2024-11-25,2,2,leafinfo,petiolelength,,엽병장,cm,16
3,2024-11-25,2,2,leafinfo,leafnumber,,엽수,개,7
3,2024-11-25,2,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-25,2,2,plantobjectinfo,fruitingnumber,,착과수,개,2
3,2024-11-25,3,1,steminfo,plantheight,,초장,cm,23
3,2024-11-25,3,1,leafinfo,leaflength,,엽장,cm,11
3,2024-11-25,3,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-25,3,1,leafinfo,petiolelength,,엽병장,cm,12
3,2024-11-25,3,1,leafinfo,leafnumber,,엽수,개,7
3,2024-11-25,3,1,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-25,3,1,plantobjectinfo,fruitingnumber,,착과수,개,2
3,2024-11-25,3,2,steminfo,plantheight,,초장,cm,27
3,2024-11-25,3,2,leafinfo,leaflength,,엽장,cm,11
3,2024-11-25,3,2,leafinfo,leafwidth,,엽폭,cm,10
3,2024-11-25,3,2,leafinfo,petiolelength,,엽병장,cm,16
3,2024-11-25,3,2,leafinfo,leafnumber,,엽수,개,6
3,2024-11-25,3,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-25,3,2,plantobjectinfo,fruitingnumber,,착과수,개,7
3,2024-11-25,4,1,steminfo,plantheight,,초장,cm,26
3,2024-11-25,4,1,leafinfo,leaflength,,엽장,cm,10
3,2024-11-25,4,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-25,4,1,leafinfo,petiolelength,,엽병장,cm,16
3,2024-11-25,4,1,leafinfo,leafnumber,,엽수,개,7
3,2024-11-25,4,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-11-25,4,1,plantobjectinfo,fruitingnumber,,착과수,개,5
3,2024-11-25,4,2,steminfo,plantheight,,초장,cm,25
3,2024-11-25,4,2,leafinfo,leaflength,,엽장,cm,10
3,2024-11-25,4,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-25,4,2,leafinfo,petiolelength,,엽병장,cm,15
3,2024-11-25,4,2,leafinfo,leafnumber,,엽수,개,6
3,2024-11-25,4,2,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-25,4,2,plantobjectinfo,fruitingnumber,,착과수,개,7
3,2024-11-25,5,1,steminfo,plantheight,,초장,cm,26
3,2024-11-25,5,1,leafinfo,leaflength,,엽장,cm,10
3,2024-11-25,5,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-25,5,1,leafinfo,petiolelength,,엽병장,cm,16
3,2024-11-25,5,1,leafinfo,leafnumber,,엽수,개,6
3,2024-11-25,5,1,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-25,5,1,plantobjectinfo,fruitingnumber,,착과수,개,3
3,2024-11-25,5,2,steminfo,plantheight,,초장,cm,26
3,2024-11-25,5,2,leafinfo,leaflength,,엽장,cm,11
3,2024-11-25,5,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-11-25,5,2,leafinfo,petiolelength,,엽병장,cm,15
3,2024-11-25,5,2,leafinfo,leafnumber,,엽수,개,5
3,2024-11-25,5,2,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-11-25,5,2,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2024-12-02,1,1,steminfo,plantheight,,초장,cm,25
3,2024-12-02,1,1,leafinfo,leaflength,,엽장,cm,11
3,2024-12-02,1,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-02,1,1,leafinfo,petiolelength,,엽병장,cm,14
3,2024-12-02,1,1,leafinfo,leafnumber,,엽수,개,6
3,2024-12-02,1,1,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-12-02,1,1,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2024-12-02,1,2,steminfo,plantheight,,초장,cm,25
3,2024-12-02,1,2,leafinfo,leaflength,,엽장,cm,12
3,2024-12-02,1,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-02,1,2,leafinfo,petiolelength,,엽병장,cm,13
3,2024-12-02,1,2,leafinfo,leafnumber,,엽수,개,7
3,2024-12-02,1,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-02,1,2,plantobjectinfo,fruitingnumber,,착과수,개,5
3,2024-12-02,2,1,steminfo,plantheight,,초장,cm,25
3,2024-12-02,2,1,leafinfo,leaflength,,엽장,cm,12
3,2024-12-02,2,1,leafinfo,leafwidth,,엽폭,cm,10
3,2024-12-02,2,1,leafinfo,petiolelength,,엽병장,cm,13
3,2024-12-02,2,1,leafinfo,leafnumber,,엽수,개,6
3,2024-12-02,2,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-02,2,1,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2024-12-02,2,2,steminfo,plantheight,,초장,cm,27
3,2024-12-02,2,2,leafinfo,leaflength,,엽장,cm,11
3,2024-12-02,2,2,leafinfo,leafwidth,,엽폭,cm,10
3,2024-12-02,2,2,leafinfo,petiolelength,,엽병장,cm,16
3,2024-12-02,2,2,leafinfo,leafnumber,,엽수,개,6
3,2024-12-02,2,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-02,2,2,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2024-12-02,3,1,steminfo,plantheight,,초장,cm,24
3,2024-12-02,3,1,leafinfo,leaflength,,엽장,cm,11
3,2024-12-02,3,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-02,3,1,leafinfo,petiolelength,,엽병장,cm,13
3,2024-12-02,3,1,leafinfo,leafnumber,,엽수,개,7
3,2024-12-02,3,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-02,3,1,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2024-12-02,3,2,steminfo,plantheight,,초장,cm,28
3,2024-12-02,3,2,leafinfo,leaflength,,엽장,cm,12
3,2024-12-02,3,2,leafinfo,leafwidth,,엽폭,cm,10
3,2024-12-02,3,2,leafinfo,petiolelength,,엽병장,cm,16
3,2024-12-02,3,2,leafinfo,leafnumber,,엽수,개,6
3,2024-12-02,3,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-02,3,2,plantobjectinfo,fruitingnumber,,착과수,개,7
3,2024-12-02,4,1,steminfo,plantheight,,초장,cm,27
3,2024-12-02,4,1,leafinfo,leaflength,,엽장,cm,10
3,2024-12-02,4,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-02,4,1,leafinfo,petiolelength,,엽병장,cm,17
3,2024-12-02,4,1,leafinfo,leafnumber,,엽수,개,7
3,2024-12-02,4,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-02,4,1,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2024-12-02,4,2,steminfo,plantheight,,초장,cm,25
3,2024-12-02,4,2,leafinfo,leaflength,,엽장,cm,10
3,2024-12-02,4,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-02,4,2,leafinfo,petiolelength,,엽병장,cm,15
3,2024-12-02,4,2,leafinfo,leafnumber,,엽수,개,7
3,2024-12-02,4,2,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-12-02,4,2,plantobjectinfo,fruitingnumber,,착과수,개,8
3,2024-12-02,5,1,steminfo,plantheight,,초장,cm,27
3,2024-12-02,5,1,leafinfo,leaflength,,엽장,cm,10
3,2024-12-02,5,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-02,5,1,leafinfo,petiolelength,,엽병장,cm,17
3,2024-12-02,5,1,leafinfo,leafnumber,,엽수,개,6
3,2024-12-02,5,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-02,5,1,plantobjectinfo,fruitingnumber,,착과수,개,5
3,2024-12-02,5,2,steminfo,plantheight,,초장,cm,26
3,2024-12-02,5,2,leafinfo,leaflength,,엽장,cm,11
3,2024-12-02,5,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-02,5,2,leafinfo,petiolelength,,엽병장,cm,15
3,2024-12-02,5,2,leafinfo,leafnumber,,엽수,개,5
3,2024-12-02,5,2,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-12-02,5,2,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2024-12-09,1,1,steminfo,plantheight,,초장,cm,25
3,2024-12-09,1,1,leafinfo,leaflength,,엽장,cm,11
3,2024-12-09,1,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-09,1,1,leafinfo,petiolelength,,엽병장,cm,14
3,2024-12-09,1,1,leafinfo,leafnumber,,엽수,개,6
3,2024-12-09,1,1,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-12-09,1,1,plantobjectinfo,fruitingnumber,,착과수,개,8
3,2024-12-09,1,2,steminfo,plantheight,,초장,cm,25
3,2024-12-09,1,2,leafinfo,leaflength,,엽장,cm,12
3,2024-12-09,1,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-09,1,2,leafinfo,petiolelength,,엽병장,cm,13
3,2024-12-09,1,2,leafinfo,leafnumber,,엽수,개,7
3,2024-12-09,1,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-09,1,2,plantobjectinfo,fruitingnumber,,착과수,개,7
3,2024-12-09,2,1,steminfo,plantheight,,초장,cm,25
3,2024-12-09,2,1,leafinfo,leaflength,,엽장,cm,12
3,2024-12-09,2,1,leafinfo,leafwidth,,엽폭,cm,10
3,2024-12-09,2,1,leafinfo,petiolelength,,엽병장,cm,13
3,2024-12-09,2,1,leafinfo,leafnumber,,엽수,개,6
3,2024-12-09,2,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-09,2,1,plantobjectinfo,fruitingnumber,,착과수,개,8
3,2024-12-09,2,2,steminfo,plantheight,,초장,cm,27
3,2024-12-09,2,2,leafinfo,leaflength,,엽장,cm,11
3,2024-12-09,2,2,leafinfo,leafwidth,,엽폭,cm,10
3,2024-12-09,2,2,leafinfo,petiolelength,,엽병장,cm,16
3,2024-12-09,2,2,leafinfo,leafnumber,,엽수,개,6
3,2024-12-09,2,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-09,2,2,plantobjectinfo,fruitingnumber,,착과수,개,7
3,2024-12-09,3,1,steminfo,plantheight,,초장,cm,24
3,2024-12-09,3,1,leafinfo,leaflength,,엽장,cm,11
3,2024-12-09,3,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-09,3,1,leafinfo,petiolelength,,엽병장,cm,13
3,2024-12-09,3,1,leafinfo,leafnumber,,엽수,개,7
3,2024-12-09,3,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-09,3,1,plantobjectinfo,fruitingnumber,,착과수,개,8
3,2024-12-09,3,2,steminfo,plantheight,,초장,cm,28
3,2024-12-09,3,2,leafinfo,leaflength,,엽장,cm,12
3,2024-12-09,3,2,leafinfo,leafwidth,,엽폭,cm,10
3,2024-12-09,3,2,leafinfo,petiolelength,,엽병장,cm,16
3,2024-12-09,3,2,leafinfo,leafnumber,,엽수,개,6
3,2024-12-09,3,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-09,3,2,plantobjectinfo,fruitingnumber,,착과수,개,8
3,2024-12-09,4,1,steminfo,plantheight,,초장,cm,27
3,2024-12-09,4,1,leafinfo,leaflength,,엽장,cm,10
3,2024-12-09,4,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-09,4,1,leafinfo,petiolelength,,엽병장,cm,17
3,2024-12-09,4,1,leafinfo,leafnumber,,엽수,개,7
3,2024-12-09,4,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-09,4,1,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2024-12-09,4,2,steminfo,plantheight,,초장,cm,26
3,2024-12-09,4,2,leafinfo,leaflength,,엽장,cm,10
3,2024-12-09,4,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-09,4,2,leafinfo,petiolelength,,엽병장,cm,16
3,2024-12-09,4,2,leafinfo,leafnumber,,엽수,개,7
3,2024-12-09,4,2,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-12-09,4,2,plantobjectinfo,fruitingnumber,,착과수,개,8
3,2024-12-09,5,1,steminfo,plantheight,,초장,cm,27
3,2024-12-09,5,1,leafinfo,leaflength,,엽장,cm,10
3,2024-12-09,5,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-09,5,1,leafinfo,petiolelength,,엽병장,cm,17
3,2024-12-09,5,1,leafinfo,leafnumber,,엽수,개,6
3,2024-12-09,5,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-09,5,1,plantobjectinfo,fruitingnumber,,착과수,개,5
3,2024-12-09,5,2,steminfo,plantheight,,초장,cm,26
3,2024-12-09,5,2,leafinfo,leaflength,,엽장,cm,11
3,2024-12-09,5,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-09,5,2,leafinfo,petiolelength,,엽병장,cm,15
3,2024-12-09,5,2,leafinfo,leafnumber,,엽수,개,5
3,2024-12-09,5,2,steminfo,crowndiameter,,관부직경,cm,1.5
3,2024-12-09,5,2,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2024-12-16,1,1,steminfo,plantheight,,초장,cm,25
3,2024-12-16,1,1,leafinfo,leaflength,,엽장,cm,11
3,2024-12-16,1,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-16,1,1,leafinfo,petiolelength,,엽병장,cm,14
3,2024-12-16,1,1,leafinfo,leafnumber,,엽수,개,6
3,2024-12-16,1,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-16,1,1,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2024-12-16,1,2,steminfo,plantheight,,초장,cm,25
3,2024-12-16,1,2,leafinfo,leaflength,,엽장,cm,12
3,2024-12-16,1,2,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-16,1,2,leafinfo,petiolelength,,엽병장,cm,13
3,2024-12-16,1,2,leafinfo,leafnumber,,엽수,개,7
3,2024-12-16,1,2,steminfo,crowndiameter,,관부직경,cm,2.5
3,2024-12-16,1,2,plantobjectinfo,fruitingnumber,,착과수,개,5
3,2024-12-16,2,1,steminfo,plantheight,,초장,cm,25
3,2024-12-16,2,1,leafinfo,leaflength,,엽장,cm,12
3,2024-12-16,2,1,leafinfo,leafwidth,,엽폭,cm,10
3,2024-12-16,2,1,leafinfo,petiolelength,,엽병장,cm,13
3,2024-12-16,2,1,leafinfo,leafnumber,,엽수,개,6
3,2024-12-16,2,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-16,2,1,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2024-12-16,2,2,steminfo,plantheight,,초장,cm,27
3,2024-12-16,2,2,leafinfo,leaflength,,엽장,cm,11
3,2024-12-16,2,2,leafinfo,leafwidth,,엽폭,cm,10
3,2024-12-16,2,2,leafinfo,petiolelength,,엽병장,cm,16
3,2024-12-16,2,2,leafinfo,leafnumber,,엽수,개,6
3,2024-12-16,2,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-16,2,2,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2024-12-16,3,1,steminfo,plantheight,,초장,cm,24
3,2024-12-16,3,1,leafinfo,leaflength,,엽장,cm,11
3,2024-12-16,3,1,leafinfo,leafwidth,,엽폭,cm,9
3,2024-12-16,3,1,leafinfo,petiolelength,,엽병장,cm,13
3,2024-12-16,3,1,leafinfo,leafnumber,,엽수,개,7
3,2024-12-16,3,1,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-16,3,1,plantobjectinfo,fruitingnumber,,착과수,개,6
3,2024-12-16,3,2,steminfo,plantheight,,초장,cm,28
3,2024-12-16,3,2,leafinfo,leaflength,,엽장,cm,12
3,2024-12-16,3,2,leafinfo,leafwidth,,엽폭,cm,10
3,2024-12-16,3,2,leafinfo,petiolelength,,엽병장,cm,16
3,2024-12-16,3,2,leafinfo,leafnumber,,엽수,개,6
3,2024-12-16,3,2,steminfo,crowndiameter,,관부직경,cm,2
3,2024-12-16,3,2,plantobjectinfo,fruitingnumber,,착과수,개,7
3,2024-12-16,4,1,steminfo,plantheight,,초장,cm,27
3,2024-12-16,4,1,leafinfo,leaflength,,엽장,cm,10
